CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,EMAIL_ID,CUST_ID,FAID,EMAIL,CALL_ID,CLIENT_ID,FA_ID,CALL_TRANSCRIPT,SENTIMENT,MEETING_ID,CLIENT_ID,ADVISOR_ID,MEETING_PLATFORM,TRANSCRIPT_SUMMARY,ACTION_ITEMS,SENTIMENT,DATE
C0279,Gregory,Michael,6/6/1981,7326,Single,128877,Email,141-567-7131x00522,david46@lee.com,"34311 Wolf Road Apt. 166, Robersonmouth, MA 69597",Sullivanshire,FL,16393,Yes,06:48.0,Investment Growth,02:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3278,C0279,FA002,Google Meet,Debt consolidation advice,List of next steps identified in the discussion.,Positive,1/5/2025
C0280,Jennifer,Levine,6/7/1973,1862,Married,111168,Phone,(703)532-0053x69229,jordanharold@martinez.com,"8937 Arnold Shoal, Lake Christophershire, GA 87012",Austinmouth,TX,14610,No,33:39.0,Investment Growth,50:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3279,C0280,FA003,Zoom,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,1/7/2025
C0281,Katie,Wolfe,7/4/1961,7687,Single,443390,Phone,916.826.4918x834,ssimmons@robinson-wilson.biz,"0147 Deborah Station Suite 558, Lake Brandibury, OH 60253",North Jeffreyview,PA,72275,Yes,59:27.0,Education,38:44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3280,C0281,FA004,Google Meet,Reviewed quarterly performance,List of next steps identified in the discussion.,Negative,2/15/2025
C0282,Edward,Duran,4/8/1978,5956,Divorced,371156,Email,+1-862-452-1207x708,danataylor@gmail.com,"9299 Allen Rapids, New Zachary, ND 87957",East Melissafurt,NY,64856,Yes,13:19.0,Emergency Fund,00:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3281,C0282,FA005,Google Meet,Estate planning consultation,List of next steps identified in the discussion.,Negative,11/25/2024
C0283,Rebecca,Allen,2/9/1964,6384,Single,258934,Email,001-950-618-8125x3275,cmartinez@gmail.com,"Unit 6863 Box 7514, DPO AA 84145",Port Derekchester,CA,10427,Yes,38:17.0,Emergency Fund,39:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3282,C0283,FA006,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,12/7/2024
C0284,Alexander,Ellis,10/13/1973,5314,Widowed,300331,Email,(047)930-1139x8601,charlenepennington@grant-wright.com,"826 Morrison Lock, Pricefort, KY 79965",New David,PA,85855,Yes,01:46.0,Emergency Fund,20:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3283,C0284,FA007,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,10/30/2024
C0285,Alyssa,Walker,3/2/1966,4326,Divorced,288155,Phone,031-653-7150x358,lisa90@gmail.com,"27900 Levine Village, East Josephside, VT 16578",Parkershire,NY,83346,No,31:53.0,Retirement,39:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3284,C0285,FA008,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Negative,10/5/2024
C0286,Jessica,Williams,12/27/1988,8337,Married,487340,Phone,001-786-746-6297x9037,daniellehill@yahoo.com,"062 Massey Gateway Apt. 834, Lake Steven, ID 12039",Byrdport,NC,46397,No,26:27.0,Education,20:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3285,C0286,FA009,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,1/24/2025
C0287,John,Davis,3/24/1965,6362,Single,61448,SMS,(905)697-7720x365,icole@hayes-rodriguez.com,"26801 Bridget Lake, Brendastad, CT 91663",Alexanderborough,CA,12463,Yes,40:48.0,Investment Growth,58:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3286,C0287,FA010,Teams,Insurance policy review,List of next steps identified in the discussion.,Positive,3/20/2025
C0288,Michelle,Jackson,10/18/1970,8393,Married,464142,SMS,860.576.6501x16526,vaughaneileen@yahoo.com,"688 Nelson Estates, North Ernestville, WY 16777",West James,OH,12927,Yes,12:08.0,Retirement,29:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3287,C0288,FA011,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Negative,12/19/2024
C0289,Kelly,Hardy,6/17/1991,1529,Single,266613,SMS,5747662492,timothywalker@gmail.com,"513 Michael Canyon, New Mark, MS 98052",Melissastad,OH,48524,No,40:05.0,Retirement,45:22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3288,C0289,FA023,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,9/26/2024
C0290,Melissa,Harding,4/5/1999,3594,Single,361383,SMS,-4618,wesley79@gmail.com,"121 Ortega Stream Apt. 661, Mccarthyborough, CO 48409",Rhondaport,OH,42604,No,01:19.0,Education,45:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3289,C0290,FA024,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Negative,1/4/2025
C0291,Caitlin,Nixon,10/24/1990,1045,Single,321049,SMS,962.513.7103,william31@frey.com,"67129 Hoffman Points Suite 998, Port Josephbury, NE 82597",Nunezport,NC,56488,Yes,33:45.0,Investment Growth,19:53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3290,C0291,FA025,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,3/18/2025
C0292,Eric,Moreno,9/9/1984,6348,Widowed,39195,Phone,534.844.3153,fwang@nguyen.biz,"599 Kevin Shores, West Gregoryland, WV 27002",Proctorview,OH,11015,No,02:11.0,Investment Growth,35:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3291,C0292,FA026,Teams,Insurance policy review,List of next steps identified in the discussion.,Neutral,11/23/2024
C0293,Nicholas,Mcpherson,3/7/1969,4715,Single,343309,SMS,408.920.1635,stephanie40@gmail.com,"3464 Gould Point Suite 740, New Gregstad, TN 08781",West Victorport,OH,43627,Yes,56:10.0,Retirement,29:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3292,C0293,FA027,Zoom,Debt consolidation advice,List of next steps identified in the discussion.,Neutral,1/17/2025
C0294,Michael,Nelson,6/1/1982,6628,Widowed,36762,SMS,+1-967-005-3538x95242,sheri79@hotmail.com,"90995 Robin Trace Apt. 235, Stephaniestad, MO 60013",New Jeffreyborough,OH,1192,Yes,39:33.0,Investment Growth,43:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3293,C0294,FA028,Zoom,Debt consolidation advice,List of next steps identified in the discussion.,Negative,11/5/2024
C0295,Adrienne,Powell,6/26/1979,3062,Widowed,125748,Phone,676.965.8405,amandawilkerson@hotmail.com,"801 Bautista Stravenue, Dawnbury, KY 25214",Cassandrafort,CA,98050,No,12:54.0,Retirement,14:59.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3294,C0295,FA029,Teams,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,9/28/2024
C0296,William,Adams,11/7/1958,1360,Single,261845,Email,936.066.2202,sara71@williams-smith.com,"56651 Jeffery Alley, Hallchester, DC 19827",Port Mark,FL,72814,Yes,22:29.0,Retirement,51:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3295,C0296,FA030,Zoom,Discussed 401(k) rollover,List of next steps identified in the discussion.,Positive,11/6/2024
C0297,Michael,Paul,1/18/1986,3097,Married,231334,SMS,4486868221,michael24@gmail.com,"73479 Stevenson Dale Suite 832, Carolynfurt, OR 19473",Tylermouth,PA,39123,Yes,31:39.0,Emergency Fund,36:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3296,C0297,FA001,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Neutral,3/7/2025
C0298,Mary,Morales,11/5/1969,5442,Married,238262,Email,-5556,mjohnson@yahoo.com,"750 Denise Park, Jamesmouth, AZ 99276",South Isaacport,FL,98888,Yes,19:22.0,Emergency Fund,55:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3297,C0298,FA001,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,1/28/2025
C0299,Michelle,Gross,2/21/1965,5456,Divorced,260758,SMS,(528)009-5994x848,lcampbell@brown-bryant.com,"38661 Valdez Port Apt. 434, Mistymouth, MS 25222",New Miguel,TX,43791,Yes,43:42.0,Home Purchase,32:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3298,C0299,FA001,Teams,Estate planning consultation,List of next steps identified in the discussion.,Negative,9/30/2024
C0300,Brianna,Hubbard,5/29/1996,5802,Single,323933,SMS,904.253.6573,michellewalker@hotmail.com,"867 Christopher Mews, West Bryanhaven, NE 49264",Port Derrick,OH,23752,Yes,21:16.0,Home Purchase,40:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3299,C0300,FA001,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,1/20/2025
C0301,Steve,Smith,7/17/1950,6422,Widowed,77769,Phone,119.739.3284x64159,abradford@parker.com,"Unit 9237 Box 6558, DPO AA 68213",South Laurenside,GA,39043,No,11:41.0,Retirement,25:53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3300,C0301,FA001,Teams,Discussed 401(k) rollover,List of next steps identified in the discussion.,Negative,11/25/2024
C0302,Sharon,Stewart,7/12/1998,1732,Widowed,67561,SMS,563.846.6212x968,matthewcollins@hotmail.com,"403 Vicki Prairie, South Christina, AL 90150",Bradleyberg,NY,77288,No,49:44.0,Emergency Fund,31:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3301,C0302,FA001,Teams,Estate planning consultation,List of next steps identified in the discussion.,Positive,1/23/2025
C0303,Joshua,Reynolds,3/25/1971,2982,Widowed,211632,Phone,(058)326-4696x10117,ericamcdaniel@hotmail.com,"928 Craig Lake, Adamstown, NC 24357",Jessicastad,GA,85526,Yes,36:30.0,Retirement,41:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3302,C0303,FA001,Google Meet,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,1/20/2025
C0304,Alicia,Mahoney,3/7/2007,2412,Widowed,122683,Phone,801.523.9919,doris70@gmail.com,"904 Kelly Shores Apt. 506, North Kara, WI 73096",West Steven,CA,93933,Yes,05:49.0,Emergency Fund,54:07.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3303,C0304,FA001,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,3/20/2025
C0305,John,Gamble,5/25/1951,2158,Married,200975,Phone,+1-641-492-9399x74546,melissabecker@thomas.net,"1735 Yvonne Glens Suite 177, Becktown, NC 34492",Stevenland,PA,20839,No,59:15.0,Home Purchase,34:26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3304,C0305,FA001,Zoom,Insurance policy review,List of next steps identified in the discussion.,Positive,10/4/2024
C0306,Jesse,Ware,4/3/1973,7611,Widowed,88456,SMS,(984)182-5400x505,michaelbarr@farmer.com,"1660 Leah Lock, South Chad, WI 34239",Stephenmouth,IL,3052,No,16:03.0,Retirement,07:07.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3305,C0306,FA002,Zoom,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,2/25/2025
C0307,Mario,Lambert,2/5/1985,5385,Single,172772,SMS,9588139734,christopher53@willis-martinez.com,"41430 Ortiz Well Suite 701, Mooreside, WI 71061",Josephville,IL,4649,Yes,32:28.0,Education,06:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3306,C0307,FA003,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Neutral,9/28/2024
C0308,Richard,Meyers,1/7/1950,5468,Widowed,364931,Phone,690-318-1472,olivergabrielle@robertson-howard.com,"PSC 0510, Box 6807, APO AA 04917",Lake Jonathan,PA,93703,No,56:30.0,Retirement,18:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3307,C0308,FA004,Google Meet,Estate planning consultation,List of next steps identified in the discussion.,Negative,3/11/2025
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3308,C0309,FA005,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Neutral,1/9/2025
C0310,Margaret,West,11/11/1999,4727,Married,113318,Email,(714)038-9382x774,aguilarbrian@park.info,"8114 Pamela Ridge, North Wendy, PA 95076",East Chadtown,NC,81750,Yes,24:51.0,Home Purchase,25:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3309,C0310,FA006,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,11/15/2024
C0311,Daniel,Flores,2/7/1958,5461,Single,466572,Phone,(314)006-8868x5562,duane28@byrd-miles.org,"166 Copeland Lock Suite 886, Sharonstad, MO 64483",Kellyfurt,NC,51840,No,57:09.0,Investment Growth,33:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3310,C0311,FA007,Teams,New wealth management plan,List of next steps identified in the discussion.,Negative,12/3/2024
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3311,C0312,FA008,Google Meet,Debt consolidation advice,List of next steps identified in the discussion.,Negative,2/13/2025
C0313,Jeffrey,Martin,4/30/1953,4312,Divorced,474926,SMS,(882)713-1833x50752,daniel46@johnson-vega.com,"717 Sean Inlet Suite 585, Mcmillanland, HI 89972",Williamschester,NC,41347,No,57:48.0,Home Purchase,40:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3312,C0313,FA009,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Negative,11/5/2024
C0314,Stephanie,Carrillo,3/16/1962,7354,Divorced,398532,Email,341521988,pobrien@butler-house.info,"522 Walters Lodge, Lake Monicamouth, ND 15091",West Laurenport,OH,34925,No,40:35.0,Investment Growth,37:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3313,C0314,FA010,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,11/2/2024
C0315,Kimberly,Sharp,6/9/1988,7393,Divorced,312358,Email,+1-404-399-8002x29896,sarahmartin@cruz-jones.com,"48918 Mallory Rue Suite 077, Mitchellchester, MT 44053",Deborahbury,FL,25683,No,53:53.0,Home Purchase,09:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3314,C0315,FA011,Zoom,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,3/20/2025
C0316,Matthew,Walker,4/18/1954,5382,Married,392794,Email,365.749.1546,glenndanielle@gmail.com,"USCGC Boyer, FPO AP 41055",North Kendra,CA,67451,No,34:17.0,Education,48:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3315,C0316,FA001,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,1/1/2025
C0317,Richard,Marquez,4/22/1983,2998,Divorced,213553,Phone,001-184-080-5162x484,brooksbradley@yahoo.com,"58878 Jason Islands Apt. 384, New Loriland, WA 42210",New Wayneville,TX,95801,Yes,32:21.0,Education,21:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3316,C0317,FA002,Google Meet,Estate planning consultation,List of next steps identified in the discussion.,Negative,10/16/2024
C0318,Rodney,Taylor,10/20/1950,2702,Divorced,218093,SMS,231.478.5405,samanthahutchinson@stevens.biz,"545 Reid Lakes, Snyderbury, GA 37112",East Luke,IL,97728,Yes,12:23.0,Investment Growth,00:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3317,C0318,FA003,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,2/4/2025
C0319,John,Evans,9/19/1996,8040,Single,148293,Email,(471)295-3304x82845,jordanrodriguez@knight-henry.com,"76007 Murray Pike Apt. 375, New Matthew, SC 20410",Lake Zachary,IL,11250,Yes,08:51.0,Emergency Fund,10:50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3318,C0319,FA004,Google Meet,Reviewed quarterly performance,List of next steps identified in the discussion.,Negative,1/23/2025
C0320,Carolyn,Brown,3/10/1945,6065,Married,263571,Email,495-874-0830,murphyjessica@yahoo.com,"9749 Haynes Coves Apt. 529, East Crystal, DE 94417",South Peggybury,MI,6989,Yes,54:03.0,Emergency Fund,48:11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3319,C0320,FA005,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,12/28/2024
C0321,Teresa,Williams,12/19/1947,9232,Widowed,473333,Phone,+1-742-952-2409x554,scottstephanie@yahoo.com,"0209 Frazier Crossing Suite 841, Lake Kim, WV 47778",Marktown,NY,87657,Yes,08:00.0,Home Purchase,32:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3320,C0321,FA006,Teams,New wealth management plan,List of next steps identified in the discussion.,Negative,12/15/2024
C0322,Jackie,Holt,5/3/2000,1317,Single,129805,SMS,(877)930-7013x689,douglas49@hotmail.com,"2895 Melissa Walk Apt. 402, Lake Juliamouth, WI 73796",Villanuevaville,TX,94630,Yes,33:16.0,Education,24:29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3321,C0322,FA007,Google Meet,Estate planning consultation,List of next steps identified in the discussion.,Negative,2/19/2025
C0323,Lindsey,Guzman,10/10/1999,2452,Divorced,297721,Phone,001-989-314-4263x37797,hollycarr@klein.com,"411 Walsh Inlet Suite 440, Michaelville, MO 76390",Marystad,CA,1157,Yes,28:49.0,Home Purchase,21:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3322,C0323,FA008,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Positive,1/7/2025
C0324,Dalton,Goodman,9/13/1946,2146,Divorced,116017,Email,(147)682-7449,hwilson@gmail.com,"92454 Barry Creek, Annettetown, WI 52825",Mcfarlandshire,CA,42880,No,53:02.0,Investment Growth,03:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3323,C0324,FA009,Google Meet,Reviewed quarterly performance,List of next steps identified in the discussion.,Negative,10/9/2024
C0325,Sara,Vasquez,11/6/1975,5745,Single,202645,Phone,105-363-8957x697,transcott@hotmail.com,"00230 Karen Prairie Apt. 029, South Lawrencestad, AZ 48297",West Jennifer,GA,62391,No,02:23.0,Retirement,13:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3324,C0325,FA010,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,2/19/2025
C0326,Sarah,Garcia,12/16/1994,1282,Widowed,413856,SMS,001-519-368-7431x40395,manningalison@yahoo.com,"4690 Bradley Run Apt. 472, West Kimberlyview, ME 79654",Jenniferchester,OH,18649,Yes,02:04.0,Home Purchase,55:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3325,C0326,FA011,Teams,Discussed 401(k) rollover,List of next steps identified in the discussion.,Neutral,3/15/2025
C0327,John,Riley,7/13/1984,8263,Single,97768,SMS,966-258-8360x6511,ericmorris@walker.com,"USNV Benton, FPO AP 80511",Barbaramouth,GA,75593,Yes,16:56.0,Retirement,56:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3326,C0327,FA023,Teams,Estate planning consultation,List of next steps identified in the discussion.,Neutral,2/23/2025
C0328,Dylan,Gallagher,6/22/1986,9952,Widowed,332268,Phone,+1-599-344-3444x8962,barnesholly@ayers.com,"488 Warner Mountain, Jeffreyville, TN 36823",South Andrestad,MI,8115,Yes,32:57.0,Education,17:07.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3327,C0328,FA024,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,2/15/2025
C0329,Blake,Davis,12/20/1963,8566,Married,170260,Phone,240-152-4992,katherineroman@mccarthy.com,"94518 Vanessa Path Apt. 703, Johnsonmouth, NY 77443",Danaland,NC,27512,Yes,42:03.0,Home Purchase,06:50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3328,C0329,FA025,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,11/14/2024
C0330,Eduardo,Gould,11/13/2000,5077,Divorced,234244,SMS,-9080,burnsstephen@jones-tate.info,"88005 Brooks Path Apt. 475, West Wayne, CA 69025",Frederickfort,OH,46690,No,55:30.0,Emergency Fund,20:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3329,C0330,FA026,Zoom,Insurance policy review,List of next steps identified in the discussion.,Negative,9/28/2024
C0331,Paul,Wilson,5/5/1987,7787,Married,252842,Email,(233)038-8399,santanarebecca@hotmail.com,"4006 Sullivan Viaduct, Gregoryburgh, CO 62346",Joeton,FL,27863,Yes,29:47.0,Investment Growth,49:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3330,C0331,FA027,Teams,New wealth management plan,List of next steps identified in the discussion.,Neutral,10/20/2024
C0332,Richard,Bryant,7/14/1991,4460,Widowed,134916,Phone,729.518.4339x105,jsnyder@walker-sullivan.biz,"8481 Kimberly Haven Suite 609, Meganville, MD 92483",Paigeberg,IL,7289,No,15:17.0,Education,23:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3331,C0332,FA028,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,3/11/2025
C0333,Donna,Elliott,9/6/1958,5370,Widowed,363132,Phone,703.863.4041,timothy41@yahoo.com,"7198 Jones Turnpike Apt. 046, Nelsonborough, AL 33821",Howardshire,GA,23709,Yes,11:29.0,Education,39:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3332,C0333,FA029,Teams,New wealth management plan,List of next steps identified in the discussion.,Negative,2/16/2025
C0334,John,Mcfarland,4/20/1979,9338,Married,482792,Phone,387.448.5128,jimenezkelsey@gmail.com,"USNV Johnson, FPO AA 58056",Kristenbury,IL,3165,No,29:51.0,Emergency Fund,55:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0335,Justin,Pope,6/27/1995,2500,Widowed,430718,SMS,001-238-322-7724,karenjohnson@hotmail.com,"566 Bautista Fall, West Marcus, VA 92714",Osbornmouth,NC,92380,No,35:23.0,Home Purchase,39:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0336,Marisa,Ward,7/6/1980,3458,Single,199703,Phone,318.300.1535,abrown@hotmail.com,"858 Doyle Centers, North Codyborough, KY 80396",South Amandaberg,OH,40646,Yes,32:23.0,Emergency Fund,51:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
