CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,BRANCH_ID,BRANCH_OFFICER,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,CLIENT_ID,ENGAGEMENT_SCORE,FOLLOW_UP_PENDING,FOLLOW_UPS_COMPLETED,FOLLOW_UP_DATE,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,ROLE,CUSTOMER_ID,FIRST_NAME,LAST_NAME,ASSET_ID,ASSET_TYPE,ASSET_STATUS,PURCHASE_DATE,PROPERTY_VALUE,HOLDINGID,CLIENTID,INVESTMENTTYPEID,PRODUCTNAME,PRODUCTSYMBOL,SECTOR,QUANTITY,PURCHASEPRICE,MARKETPRICE,VALUE,PURCHASEDATE,DIVIDENDYIELD,RISKLEVEL,ASSETCLASS,ACCOUNTTYPE,BROKERNAME,LASTUPDATED,INVESTMENTID,INVESTMENTTYPE,DESCRIPTION,PRODUCTS_EXAMPLES,WHOBUYS,CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMPLOYEE_ID,EMPLOYER_NAME,JOB_TITLE,START_DATE,PREVIOUS_EMPLOYER,CUSTOMER_ID,FIRST_NAME,LAST_NAME,MARITAL_STATUS,PREVIOUS_MARITAL_STATUS,STATUS_CHANGE_DATE,TRANSACTION_ID,CUSTOMER_ID,TRANSACTION_DATE,TRANSACTION_DESCRIPTION,TRANSACTION_AMOUNT,TRANSACTION_TYPE,BANK_NAME
C0010,Lisa,Hebert,3/7/1948,4468,Divorced,355481,Email,001-569-102-1391,brett24@hotmail.com,"939 Donald Stravenue, South Ericland, UT 21211",Rojashaven,NY,89731,No,19:57.0,Investment Growth,16:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0010,Lisa,Hebert,A6657,Luxury Estate,Sold,5/16/2022,470260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0010,Lisa,Hebert,E19334,AutoMotive,Software Engineer,6/7/2021,HealthPlus,C0010,Lisa,Hebert,Single,Widowed,4/7/2023,T11402,C0010,1/7/2025,Salary Credit - New Employer XYZ,6615.39,Credit,Chase
C0010,Lisa,Hebert,3/7/1948,4468,Divorced,355481,Email,001-569-102-1391,brett24@hotmail.com,"939 Donald Stravenue, South Ericland, UT 21211",Rojashaven,NY,89731,No,19:57.0,Investment Growth,16:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0010,Lisa,Hebert,A6657,Luxury Estate,Sold,5/16/2022,470260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0010,Lisa,Hebert,E19334,AutoMotive,Software Engineer,6/7/2021,HealthPlus,C0010,Lisa,Hebert,Single,Widowed,4/7/2023,T11541,C0010,10/25/2024,Inheritance Deposit from Executor,18496.65,Credit,Citibank
C0011,Tina,Coleman,4/9/1991,7429,Divorced,144780,Phone,001-312-258-3876x74921,julie08@jones.info,"066 Farley Village, Erinmouth, OR 31301",New Tylerfurt,OH,64647,Yes,14:05.0,Retirement,17:04.0,B102,BO_9,FA008,Olivia Martinez,C0011,85,5,3,1/24/2025,FA008,Olivia Martinez,Financial Advisor,C0011,Tina,Coleman,A8988,Condo,Owned,3/8/2019,458777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0011,Tina,Coleman,E55136,GovSector,HR Specialist,10/18/2022,AutoMotive,C0011,Tina,Coleman,Single,Divorced,4/20/2023,T10622,C0011,7/26/2024,SSA Retirement Benefit - March 2025,6971.99,Credit,Capital One
C0011,Tina,Coleman,4/9/1991,7429,Divorced,144780,Phone,001-312-258-3876x74921,julie08@jones.info,"066 Farley Village, Erinmouth, OR 31301",New Tylerfurt,OH,64647,Yes,14:05.0,Retirement,17:04.0,B108,BO_6,FA015,Alexander King,C0011,35,5,5,10/5/2024,FA015,Alexander King,Financial Advisor,C0011,Tina,Coleman,A8988,Condo,Owned,3/8/2019,458777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0011,Tina,Coleman,E55136,GovSector,HR Specialist,10/18/2022,AutoMotive,C0011,Tina,Coleman,Single,Divorced,4/20/2023,T10622,C0011,7/26/2024,SSA Retirement Benefit - March 2025,6971.99,Credit,Capital One
C0011,Tina,Coleman,4/9/1991,7429,Divorced,144780,Phone,001-312-258-3876x74921,julie08@jones.info,"066 Farley Village, Erinmouth, OR 31301",New Tylerfurt,OH,64647,Yes,14:05.0,Retirement,17:04.0,B104,BO_7,FA018,Amelia Adams,C0011,47,2,10,2/1/2025,FA018,Amelia Adams,Financial Advisor,C0011,Tina,Coleman,A8988,Condo,Owned,3/8/2019,458777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0011,Tina,Coleman,E55136,GovSector,HR Specialist,10/18/2022,AutoMotive,C0011,Tina,Coleman,Single,Divorced,4/20/2023,T10622,C0011,7/26/2024,SSA Retirement Benefit - March 2025,6971.99,Credit,Capital One
C0012,Lacey,Stafford,11/28/1978,5595,Widowed,53433,SMS,-5052,vjohnson@golden.com,"0226 Troy Union, Victorhaven, WV 97332",Gallowayshire,IL,39554,Yes,14:05.0,Investment Growth,45:19.0,B101,BO_2,FA003,Michael Brown,C0012,81,5,3,9/27/2024,FA003,Michael Brown,Realtionship Manager,C0012,Lacey,Stafford,A8092,Condo,Owned,12/18/2022,744487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0012,Lacey,Stafford,E35829,HealthPlus,Consultant,6/28/2022,StartupX,C0012,Lacey,Stafford,Divorced,Married,5/7/2020,T10521,C0012,11/6/2024,Car Dealership Payment - Tesla,10610.53,Debit,Bank of America
C0012,Lacey,Stafford,11/28/1978,5595,Widowed,53433,SMS,-5052,vjohnson@golden.com,"0226 Troy Union, Victorhaven, WV 97332",Gallowayshire,IL,39554,Yes,14:05.0,Investment Growth,45:19.0,B101,BO_2,FA003,Michael Brown,C0012,81,5,3,9/27/2024,FA003,Michael Brown,Realtionship Manager,C0012,Lacey,Stafford,A8092,Condo,Owned,12/18/2022,744487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0012,Lacey,Stafford,E35829,HealthPlus,Consultant,6/28/2022,StartupX,C0012,Lacey,Stafford,Divorced,Married,5/7/2020,T10649,C0012,4/15/2024,Estate Settlement Funds Received,1992.18,Debit,Wells Fargo
C0012,Lacey,Stafford,11/28/1978,5595,Widowed,53433,SMS,-5052,vjohnson@golden.com,"0226 Troy Union, Victorhaven, WV 97332",Gallowayshire,IL,39554,Yes,14:05.0,Investment Growth,45:19.0,B101,BO_2,FA003,Michael Brown,C0012,81,5,3,9/27/2024,FA003,Michael Brown,Realtionship Manager,C0012,Lacey,Stafford,A8092,Condo,Owned,12/18/2022,744487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0012,Lacey,Stafford,E35829,HealthPlus,Consultant,6/28/2022,StartupX,C0012,Lacey,Stafford,Divorced,Married,5/7/2020,T10688,C0012,11/25/2024,Moving Expenses Reimbursement,33240.31,Debit,Chase
C0012,Lacey,Stafford,11/28/1978,5595,Widowed,53433,SMS,-5052,vjohnson@golden.com,"0226 Troy Union, Victorhaven, WV 97332",Gallowayshire,IL,39554,Yes,14:05.0,Investment Growth,45:19.0,B101,BO_2,FA003,Michael Brown,C0012,81,5,3,9/27/2024,FA003,Michael Brown,Realtionship Manager,C0012,Lacey,Stafford,A8092,Condo,Owned,12/18/2022,744487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0012,Lacey,Stafford,E35829,HealthPlus,Consultant,6/28/2022,StartupX,C0012,Lacey,Stafford,Divorced,Married,5/7/2020,T11526,C0012,1/29/2025,Baby Products Purchase - Walmart,25601.56,Debit,Bank of America
C0012,Lacey,Stafford,11/28/1978,5595,Widowed,53433,SMS,-5052,vjohnson@golden.com,"0226 Troy Union, Victorhaven, WV 97332",Gallowayshire,IL,39554,Yes,14:05.0,Investment Growth,45:19.0,B101,BO_2,FA003,Michael Brown,C0012,81,5,3,9/27/2024,FA003,Michael Brown,Realtionship Manager,C0012,Lacey,Stafford,A8092,Condo,Owned,12/18/2022,744487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0012,Lacey,Stafford,E35829,HealthPlus,Consultant,6/28/2022,StartupX,C0012,Lacey,Stafford,Divorced,Married,5/7/2020,T11766,C0012,10/18/2024,Inheritance Deposit from Executor,15775.76,Debit,Capital One
C0013,Chad,Reed,1/16/1992,6361,Single,375306,SMS,+1-626-286-5665x2277,bridgesrichard@hotmail.com,"Unit 8830 Box 9498, DPO AE 81459",Port Aliciamouth,FL,32746,No,59:37.0,Home Purchase,55:39.0,B110,BO_10,FA004,Sarah Davis,C0013,35,5,2,1/25/2025,FA004,Sarah Davis,Branch Manager,C0013,Chad,Reed,A8880,Multi-Family Home,Mortgaged,10/20/2016,736414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0013,Chad,Reed,E50986,HealthPlus,Operations Manager,1/6/2021,FinanceInc,C0013,Chad,Reed,Widowed,Married,1/22/2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0014,Gloria,Simpson,12/20/1944,4281,Single,240070,Email,(673)507-6803x0746,wespinoza@yahoo.com,"939 Morrison Views Suite 693, Port Jeffrey, GA 31105",Lake Meganport,IL,56034,Yes,50:56.0,Home Purchase,49:11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0014,Gloria,Simpson,A8993,Townhouse,Owned,4/8/2023,923017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0014,Gloria,Simpson,E76079,RetailWorks,Marketing Manager,1/5/2025,AutoMotive,C0014,Gloria,Simpson,Married,Single,11/27/2020,T10778,C0014,5/18/2024,Mortgage Loan Disbursement,47377.97,Credit,Wells Fargo
C0015,Denise,Rodriguez,6/17/1979,7545,Widowed,299329,SMS,4278657135,unichols@morris.com,"8333 Matthew Ridge Suite 810, Lake Melissa, MI 09774",Port Timothymouth,MI,66993,Yes,09:20.0,Emergency Fund,08:34.0,B110,BO_4,FA006,Emma Thompson,C0015,78,0,6,10/18/2024,FA006,Emma Thompson,Financial Advisor,C0015,Denise,Rodriguez,A8540,Single Family Home,Owned,12/10/2019,780161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0015,Denise,Rodriguez,E54743,AutoMotive,Financial Advisor,10/7/2024,HealthPlus,C0015,Denise,Rodriguez,Divorced,Married,3/20/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0015,Denise,Rodriguez,6/17/1979,7545,Widowed,299329,SMS,4278657135,unichols@morris.com,"8333 Matthew Ridge Suite 810, Lake Melissa, MI 09774",Port Timothymouth,MI,66993,Yes,09:20.0,Emergency Fund,08:34.0,B110,BO_3,FA015,Alexander King,C0015,44,0,3,11/14/2024,FA015,Alexander King,Financial Advisor,C0015,Denise,Rodriguez,A8540,Single Family Home,Owned,12/10/2019,780161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0015,Denise,Rodriguez,E54743,AutoMotive,Financial Advisor,10/7/2024,HealthPlus,C0015,Denise,Rodriguez,Divorced,Married,3/20/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0016,Linda,Hamilton,8/17/1960,3095,Widowed,385005,SMS,+1-479-653-9305x2147,susan64@hotmail.com,"PSC 7923, Box 4388, APO AP 55854",Josephhaven,FL,72242,Yes,54:00.0,Emergency Fund,16:47.0,B105,BO_10,FA027,Nathan Lee,C0016,87,0,7,1/10/2025,FA027,Nathan Lee,Financial Advisor,C0016,Linda,Hamilton,A2239,Condo,Owned,7/30/2019,87173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0016,Linda,Hamilton,E80700,HealthPlus,Consultant,8/5/2021,EduWorld,C0016,Linda,Hamilton,Married,Single,3/30/2020,T10431,C0016,4/30/2024,Car Dealership Payment - Tesla,7893.61,Debit,Capital One
C0016,Linda,Hamilton,8/17/1960,3095,Widowed,385005,SMS,+1-479-653-9305x2147,susan64@hotmail.com,"PSC 7923, Box 4388, APO AP 55854",Josephhaven,FL,72242,Yes,54:00.0,Emergency Fund,16:47.0,B105,BO_10,FA027,Nathan Lee,C0016,87,0,7,1/10/2025,FA027,Nathan Lee,Financial Advisor,C0016,Linda,Hamilton,A2239,Condo,Owned,7/30/2019,87173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0016,Linda,Hamilton,E80700,HealthPlus,Consultant,8/5/2021,EduWorld,C0016,Linda,Hamilton,Married,Single,3/30/2020,T11474,C0016,4/19/2024,Estate Settlement Funds Received,47963.06,Debit,Capital One
C0016,Linda,Hamilton,8/17/1960,3095,Widowed,385005,SMS,+1-479-653-9305x2147,susan64@hotmail.com,"PSC 7923, Box 4388, APO AP 55854",Josephhaven,FL,72242,Yes,54:00.0,Emergency Fund,16:47.0,B108,BO_4,FA014,Mia Young,C0016,25,3,9,3/6/2025,FA014,Mia Young,Financial Advisor,C0016,Linda,Hamilton,A2239,Condo,Owned,7/30/2019,87173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0016,Linda,Hamilton,E80700,HealthPlus,Consultant,8/5/2021,EduWorld,C0016,Linda,Hamilton,Married,Single,3/30/2020,T10431,C0016,4/30/2024,Car Dealership Payment - Tesla,7893.61,Debit,Capital One
C0016,Linda,Hamilton,8/17/1960,3095,Widowed,385005,SMS,+1-479-653-9305x2147,susan64@hotmail.com,"PSC 7923, Box 4388, APO AP 55854",Josephhaven,FL,72242,Yes,54:00.0,Emergency Fund,16:47.0,B108,BO_4,FA014,Mia Young,C0016,25,3,9,3/6/2025,FA014,Mia Young,Financial Advisor,C0016,Linda,Hamilton,A2239,Condo,Owned,7/30/2019,87173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0016,Linda,Hamilton,E80700,HealthPlus,Consultant,8/5/2021,EduWorld,C0016,Linda,Hamilton,Married,Single,3/30/2020,T11474,C0016,4/19/2024,Estate Settlement Funds Received,47963.06,Debit,Capital One
C0017,Randy,Williams,7/16/1971,6270,Divorced,140847,Phone,2339263045,wholmes@yahoo.com,"4642 Bautista Park Suite 635, Port Larryfort, WA 92996",Williamland,PA,4384,Yes,36:55.0,Home Purchase,07:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,A5197,Single Family Home,Sold,4/27/2016,971229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,E53900,HealthPlus,Marketing Manager,8/5/2024,EduWorld,C0017,Randy,Williams,Single,Married,7/24/2020,T10708,C0017,3/8/2025,Mortgage Loan Disbursement,17004.41,Credit,Citibank
C0017,Randy,Williams,7/16/1971,6270,Divorced,140847,Phone,2339263045,wholmes@yahoo.com,"4642 Bautista Park Suite 635, Port Larryfort, WA 92996",Williamland,PA,4384,Yes,36:55.0,Home Purchase,07:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,A5197,Single Family Home,Sold,4/27/2016,971229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,E53900,HealthPlus,Marketing Manager,8/5/2024,EduWorld,C0017,Randy,Williams,Single,Married,7/24/2020,T10796,C0017,6/28/2024,HR Onboarding Bonus,10004.72,Debit,Wells Fargo
C0017,Randy,Williams,7/16/1971,6270,Divorced,140847,Phone,2339263045,wholmes@yahoo.com,"4642 Bautista Park Suite 635, Port Larryfort, WA 92996",Williamland,PA,4384,Yes,36:55.0,Home Purchase,07:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,A5197,Single Family Home,Sold,4/27/2016,971229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0017,Randy,Williams,E53900,HealthPlus,Marketing Manager,8/5/2024,EduWorld,C0017,Randy,Williams,Single,Married,7/24/2020,T11467,C0017,5/18/2024,Property Down Payment,12334.92,Debit,Bank of America
C0018,Jessica,Rios,12/7/1977,9786,Widowed,327449,SMS,290-313-4081x02333,cristinaruiz@mercado.biz,"47543 Shelby Circles, Hardyton, FL 76901",New Nancy,TX,64343,Yes,51:22.0,Home Purchase,39:02.0,B106,BO_7,FA030,Lily Collins,C0018,81,2,8,11/3/2024,FA030,Lily Collins,Financial Advisor,C0018,Jessica,Rios,A7872,Luxury Estate,Owned,9/2/2021,950086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0018,Jessica,Rios,E65465,TechCorp,Financial Advisor,6/2/2021,StartupX,C0018,Jessica,Rios,Single,Widowed,4/12/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0019,Sara,Reed,4/30/2001,8637,Divorced,89748,SMS,962.600.2078,matthew43@oliver.info,"69240 Marc Stravenue, West Edward, OK 01032",Careyhaven,CA,66041,No,05:35.0,Emergency Fund,59:59.0,B109,BO_7,FA009,Robert Taylor,C0019,98,0,3,11/25/2024,FA009,Robert Taylor,Financial Advisor,C0019,Sara,Reed,A7727,Condo,Owned,2/12/2017,920257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0019,Sara,Reed,E78709,EduWorld,Sales Executive,12/15/2024,RetailWorks,C0019,Sara,Reed,Married,Single,10/28/2023,T11442,C0019,9/2/2024,Property Down Payment,16321.71,Credit,Capital One
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B106,BO_5,FA027,Nathan Lee,C0020,83,3,8,3/1/2025,FA027,Nathan Lee,Financial Advisor,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T10454,C0020,12/7/2024,House Renovation - Home Depot,11557.25,Debit,Chase
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B106,BO_5,FA027,Nathan Lee,C0020,83,3,8,3/1/2025,FA027,Nathan Lee,Financial Advisor,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T11265,C0020,10/13/2024,Mortgage Loan Disbursement,34555.09,Debit,Citibank
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B106,BO_5,FA027,Nathan Lee,C0020,83,3,8,3/1/2025,FA027,Nathan Lee,Financial Advisor,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T11368,C0020,1/1/2025,Baby Products Purchase - Walmart,2216.47,Credit,Capital One
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B109,BO_6,FA002,Emily Johnson,C0020,51,0,7,3/19/2025,FA002,Emily Johnson,Compliance Officer,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T10454,C0020,12/7/2024,House Renovation - Home Depot,11557.25,Debit,Chase
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B109,BO_6,FA002,Emily Johnson,C0020,51,0,7,3/19/2025,FA002,Emily Johnson,Compliance Officer,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T11265,C0020,10/13/2024,Mortgage Loan Disbursement,34555.09,Debit,Citibank
C0020,Wendy,Haynes,2/5/1966,3370,Single,342034,Phone,001-159-023-7741x67032,grossseth@lopez.com,"3993 Charles Curve, West Adamfort, NV 67697",North Brandyfort,PA,95831,Yes,35:41.0,Emergency Fund,42:38.0,B109,BO_6,FA002,Emily Johnson,C0020,51,0,7,3/19/2025,FA002,Emily Johnson,Compliance Officer,C0020,Wendy,Haynes,A9759,Multi-Family Home,Mortgaged,1/7/2023,230238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0020,Wendy,Haynes,E41635,EduWorld,Financial Advisor,8/27/2020,EduWorld,C0020,Wendy,Haynes,Married,Single,1/5/2025,T11368,C0020,1/1/2025,Baby Products Purchase - Walmart,2216.47,Credit,Capital One
C0021,Jorge,Montgomery,2/5/1950,1526,Widowed,163348,Phone,309-354-3586x7059,ckennedy@brooks-bradford.net,"733 Hancock Streets, New Craig, NH 71907",Markfurt,FL,14499,No,20:45.0,Emergency Fund,37:44.0,B107,BO_10,FA017,Daniel Green,C0021,53,4,5,10/24/2024,FA017,Daniel Green,Financial Advisor,C0021,Jorge,Montgomery,A1835,Multi-Family Home,Mortgaged,6/8/2016,864261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0021,Jorge,Montgomery,E25459,StartupX,Marketing Manager,1/18/2025,AutoMotive,C0021,Jorge,Montgomery,Single,Married,11/20/2022,T10901,C0021,1/22/2025,Hospital Bill - Maternity,25433.92,Credit,Chase
C0021,Jorge,Montgomery,2/5/1950,1526,Widowed,163348,Phone,309-354-3586x7059,ckennedy@brooks-bradford.net,"733 Hancock Streets, New Craig, NH 71907",Markfurt,FL,14499,No,20:45.0,Emergency Fund,37:44.0,B107,BO_10,FA017,Daniel Green,C0021,53,4,5,10/24/2024,FA017,Daniel Green,Financial Advisor,C0021,Jorge,Montgomery,A1835,Multi-Family Home,Mortgaged,6/8/2016,864261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0021,Jorge,Montgomery,E25459,StartupX,Marketing Manager,1/18/2025,AutoMotive,C0021,Jorge,Montgomery,Single,Married,11/20/2022,T10930,C0021,3/30/2024,Pension Fund Deposit,9964.16,Debit,Capital One
